Timestamp;PV usage [0:1];buy_el[ecent/kWh];sell_el[ecent/kWh];Lastgang_[W];Leistungspreis [€/kW];Gebäude
01.01.2013 00:15;0;28;10;9.5;5.5;DE0003277613700000000000000253131
01.01.2013 00:30;0;28;10;8.6;;
01.01.2013 00:45;0;28;10;5.5;;
01.01.2013 01:00;0;28;10;5.5;;
01.01.2013 01:15;0;28;10;5.4;;
01.01.2013 01:30;0;28;10;5.4;;
01.01.2013 01:45;0;28;10;7.2;;
01.01.2013 02:00;0;28;10;9.9;;
01.01.2013 02:15;0;28;10;6.5;;
01.01.2013 02:30;0;28;10;5.2;;
01.01.2013 02:45;0;28;10;5.6;;
01.01.2013 03:00;0;28;10;5.3;;
01.01.2013 03:15;0;28;10;5.7;;
01.01.2013 03:30;0;28;10;9.2;;
01.01.2013 03:45;0;28;10;9.2;;
01.01.2013 04:00;0;28;10;5.4;;
01.01.2013 04:15;0;28;10;5.3;;
01.01.2013 04:30;0;28;10;6.2;;
01.01.2013 04:45;0;28;10;6.2;;
01.01.2013 05:00;0;28;10;8.5;;
01.01.2013 05:15;0;28;10;10.6;;
01.01.2013 05:30;0;28;10;6.7;;
01.01.2013 05:45;0;28;10;6.2;;
01.01.2013 06:00;0;28;10;6.1;;
01.01.2013 06:15;0;28;10;6.1;;
01.01.2013 06:30;0;28;10;6.2;;
01.01.2013 06:45;0;28;10;8.5;;
01.01.2013 07:00;0;28;10;9.9;;
01.01.2013 07:15;0;28;10;5.9;;
01.01.2013 07:30;0;28;10;5.4;;
01.01.2013 07:45;0;28;10;5.6;;
01.01.2013 08:00;0;28;10;5.4;;
01.01.2013 08:15;0;28;10;6.2;;
01.01.2013 08:30;0.013800206;28;10;9.4;;
01.01.2013 08:45;0.016065911;28;10;6.5;;
01.01.2013 09:00;0.010092688;28;10;5.5;;
01.01.2013 09:15;0.017301751;28;10;5.5;;
01.01.2013 09:30;0.03831102;28;10;4.4;;
01.01.2013 09:45;0.029454171;28;10;7.8;;
01.01.2013 10:00;0.024510814;28;10;7.5;;
01.01.2013 10:15;0.12523172;28;10;4.5;;
01.01.2013 10:30;0.082595263;28;10;4.4;;
01.01.2013 10:45;0.102574665;28;10;6.6;;
01.01.2013 11:00;0.090628218;28;10;8.9;;
01.01.2013 11:15;0.069207003;28;10;6.2;;
01.01.2013 11:30;0.081565396;28;10;4.4;;
01.01.2013 11:45;0.065293512;28;10;4.2;;
01.01.2013 12:00;0.04407827;28;10;5.4;;
01.01.2013 12:15;0.057878476;28;10;8.6;;
01.01.2013 12:30;0.041194645;28;10;6.6;;
01.01.2013 12:45;0.034809475;28;10;4.5;;
01.01.2013 13:00;0.047167868;28;10;4.4;;
01.01.2013 13:15;0.056024717;28;10;4.4;;
01.01.2013 13:30;0.022039135;28;10;6.1;;
01.01.2013 13:45;0.014006179;28;10;8.8;;
01.01.2013 14:00;0.016271885;28;10;6.1;;
01.01.2013 14:15;0.012358393;28;10;4.3;;
01.01.2013 14:30;0.003913491;28;10;4.4;;
01.01.2013 14:45;0.008238929;28;10;5.1;;
01.01.2013 15:00;0;28;10;8.6;;
01.01.2013 15:15;0;28;10;7.6;;
01.01.2013 15:30;0;28;10;4.2;;
01.01.2013 15:45;0;28;10;4.5;;
01.01.2013 16:00;0;28;10;4.4;;
01.01.2013 16:15;0;28;10;5.4;;
01.01.2013 16:30;0;28;10;8.9;;
01.01.2013 16:45;0;28;10;6.4;;
01.01.2013 17:00;0;28;10;5.4;;
01.01.2013 17:15;0;28;10;5.5;;
01.01.2013 17:30;0;28;10;6.1;;
01.01.2013 17:45;0;28;10;10.2;;
01.01.2013 18:00;0;28;10;9.3;;
01.01.2013 18:15;0;28;10;6.2;;
01.01.2013 18:30;0;28;10;6.2;;
01.01.2013 18:45;0;28;10;6.2;;
01.01.2013 19:00;0;28;10;6.9;;
01.01.2013 19:15;0;28;10;10.6;;
01.01.2013 19:30;0;28;10;8.3;;
01.01.2013 19:45;0;28;10;6.2;;
01.01.2013 20:00;0;28;10;6.5;;
01.01.2013 20:15;0;28;10;6.1;;
01.01.2013 20:30;0;28;10;6.4;;
01.01.2013 20:45;0;28;10;10.7;;
01.01.2013 21:00;0;28;10;8.6;;
01.01.2013 21:15;0;28;10;6;;
01.01.2013 21:30;0;28;10;6.3;;
01.01.2013 21:45;0;28;10;6.2;;
01.01.2013 22:00;0;28;10;6.4;;
01.01.2013 22:15;0;28;10;9.9;;
01.01.2013 22:30;0;28;10;7.5;;
01.01.2013 22:45;0;28;10;5.4;;
01.01.2013 23:00;0;28;10;5.6;;
01.01.2013 23:15;0;28;10;5.4;;
01.01.2013 23:30;0;28;10;7.4;;
01.01.2013 23:45;0;28;10;9.9;;
02.01.2013 00:00;0;28;10;6.8;;
02.01.2013 00:15;0;28;10;5.4;;
02.01.2013 00:30;0;28;10;5.5;;
02.01.2013 00:45;0;28;10;5.4;;
02.01.2013 01:00;0;28;10;9.5;;
02.01.2013 01:15;0;28;10;9.1;;
02.01.2013 01:30;0;28;10;5.6;;
02.01.2013 01:45;0;28;10;5.4;;
02.01.2013 02:00;0;28;10;5.6;;
02.01.2013 02:15;0;28;10;8.4;;
02.01.2013 02:30;0;28;10;9.8;;
02.01.2013 02:45;0;28;10;6.1;;
02.01.2013 03:00;0;28;10;5.4;;
02.01.2013 03:15;0;28;10;5.6;;
02.01.2013 03:30;0;28;10;7.2;;
02.01.2013 03:45;0;28;10;10;;
02.01.2013 04:00;0;28;10;7.3;;
02.01.2013 04:15;0;28;10;5.4;;
02.01.2013 04:30;0;28;10;6.2;;
02.01.2013 04:45;0;28;10;5.9;;
02.01.2013 05:00;0;28;10;10.5;;
02.01.2013 05:15;0;28;10;9.8;;
02.01.2013 05:30;0;28;10;6.2;;
02.01.2013 05:45;0;28;10;6.2;;
02.01.2013 06:00;0;28;10;6.2;;
02.01.2013 06:15;0;28;10;9.3;;
02.01.2013 06:30;0;28;10;10.3;;
02.01.2013 06:45;0;28;10;6.8;;
02.01.2013 07:00;0;28;10;5.4;;
02.01.2013 07:15;0;28;10;5.5;;
02.01.2013 07:30;0;28;10;8;;
02.01.2013 07:45;0.011946447;28;10;11.6;;
02.01.2013 08:00;0.014624099;28;10;8.7;;
02.01.2013 08:15;0.021215242;28;10;6.1;;
02.01.2013 08:30;0.057466529;28;10;5.1;;
02.01.2013 08:45;0.071472709;28;10;6.8;;
02.01.2013 09:00;0.117404737;28;10;9.9;;
02.01.2013 09:15;0.147682801;28;10;7.4;;
02.01.2013 09:30;0.138414006;28;10;4.2;;
02.01.2013 09:45;0.097631308;28;10;4.1;;
02.01.2013 10:00;0.105046344;28;10;4.4;;
02.01.2013 10:15;0.133058702;28;10;10;;
02.01.2013 10:30;0.132440783;28;10;7.9;;
02.01.2013 10:45;0.138619979;28;10;4.1;;
02.01.2013 11:00;0.121936148;28;10;4.4;;
02.01.2013 11:15;0.131410917;28;10;4.1;;
02.01.2013 11:30;0.093511843;28;10;7.7;;
02.01.2013 11:45;0.083213182;28;10;8;;
02.01.2013 12:00;0.099485067;28;10;5.9;;
02.01.2013 12:15;0.123995881;28;10;5.8;;
02.01.2013 12:30;0.105046344;28;10;6.2;;
02.01.2013 12:45;0.029042225;28;10;9.3;;
02.01.2013 13:00;0.079917611;28;10;10.1;;
02.01.2013 13:15;0.108341916;28;10;4.2;;
02.01.2013 13:30;0.37445932;28;10;4.4;;
02.01.2013 13:45;0.329969104;28;10;4.3;;
02.01.2013 14:00;0.087950566;28;10;5.2;;
02.01.2013 14:15;0.065705458;28;10;8.6;;
02.01.2013 14:30;0.040988671;28;10;6.3;;
02.01.2013 14:45;0.036457261;28;10;4.4;;
02.01.2013 15:00;0.014006179;28;10;4.3;;
02.01.2013 15:15;0.012358393;28;10;4.3;;
02.01.2013 15:30;0;28;10;6.6;;
02.01.2013 15:45;0;28;10;8.7;;
02.01.2013 16:00;0;28;10;5.4;;
02.01.2013 16:15;0;28;10;4.2;;
02.01.2013 16:30;0;28;10;4.6;;
02.01.2013 16:45;0;28;10;5;;
02.01.2013 17:00;0;28;10;8.8;;
02.01.2013 17:15;0;28;10;9.4;;
02.01.2013 17:30;0;28;10;6.2;;
02.01.2013 17:45;0;28;10;6.1;;
02.01.2013 18:00;0;28;10;6;;
02.01.2013 18:15;0;28;10;7.8;;
02.01.2013 18:30;0;28;10;10.4;;
02.01.2013 18:45;0;28;10;7.8;;
02.01.2013 19:00;0;28;10;6.1;;
02.01.2013 19:15;0;28;10;6.1;;
02.01.2013 19:30;0;28;10;6.3;;
02.01.2013 19:45;0;28;10;10.1;;
02.01.2013 20:00;0;28;10;10.2;;
02.01.2013 20:15;0;28;10;6;;
02.01.2013 20:30;0;28;10;6.2;;
02.01.2013 20:45;0;28;10;6.2;;
02.01.2013 21:00;0;28;10;8.2;;
02.01.2013 21:15;0;28;10;10.6;;
02.01.2013 21:30;0;28;10;7.4;;
02.01.2013 21:45;0;28;10;6;;
02.01.2013 22:00;0;28;10;5.5;;
02.01.2013 22:15;0;28;10;7;;
02.01.2013 22:30;0;28;10;9.7;;
02.01.2013 22:45;0;28;10;7.4;;
02.01.2013 23:00;0;28;10;5.3;;
02.01.2013 23:15;0;28;10;5.4;;
02.01.2013 23:30;0;28;10;6.7;;
02.01.2013 23:45;0;28;10;9.9;;
03.01.2013 00:00;0;28;10;8;;
03.01.2013 00:15;0;28;10;5.3;;
03.01.2013 00:30;0;28;10;5.3;;
03.01.2013 00:45;0;28;10;6.4;;
03.01.2013 01:00;0;28;10;9.6;;
03.01.2013 01:15;0;28;10;8.5;;
03.01.2013 01:30;0;28;10;5.3;;
03.01.2013 01:45;0;28;10;5.5;;
03.01.2013 02:00;0;28;10;6.5;;
03.01.2013 02:15;0;28;10;9.6;;
03.01.2013 02:30;0;28;10;8.2;;
03.01.2013 02:45;0;28;10;5.6;;
03.01.2013 03:00;0;28;10;5.4;;
03.01.2013 03:15;0;28;10;7.1;;
03.01.2013 03:30;0;28;10;9.8;;
03.01.2013 03:45;0;28;10;8.2;;
03.01.2013 04:00;0;28;10;5.5;;
03.01.2013 04:15;0;28;10;5.4;;
03.01.2013 04:30;0;28;10;8.1;;
03.01.2013 04:45;0;28;10;10.3;;
03.01.2013 05:00;0;28;10;8;;
03.01.2013 05:15;0;28;10;5.9;;
03.01.2013 05:30;0;28;10;5.9;;
03.01.2013 05:45;0;28;10;9.8;;
03.01.2013 06:00;0;28;10;10.3;;
03.01.2013 06:15;0;28;10;6.8;;
03.01.2013 06:30;0;28;10;6.1;;
03.01.2013 06:45;0;28;10;5.9;;
03.01.2013 07:00;0;28;10;10.1;;
03.01.2013 07:15;0;28;10;9.3;;
03.01.2013 07:30;0.011740474;28;10;5.3;;
03.01.2013 07:45;0.011946447;28;10;5.5;;
03.01.2013 08:00;0.022657055;28;10;6.1;;
03.01.2013 08:15;0.033573635;28;10;9.4;;
03.01.2013 08:30;0.057260556;28;10;8.1;;
03.01.2013 08:45;0.077033986;28;10;5.1;;
03.01.2013 09:00;0.155303811;28;10;5.2;;
03.01.2013 09:15;0.126055613;28;10;7;;
03.01.2013 09:30;0.109989701;28;10;8.6;;
03.01.2013 09:45;0.098867147;28;10;7.3;;
03.01.2013 10:00;0.117816684;28;10;4.3;;
03.01.2013 10:15;0.133676622;28;10;4.5;;
03.01.2013 10:30;0.123171988;28;10;4.6;;
03.01.2013 10:45;0.109989701;28;10;8.8;;
03.01.2013 11:00;0.128939238;28;10;8.6;;
03.01.2013 11:15;0.119052523;28;10;5.1;;
03.01.2013 11:30;0.079505664;28;10;4.4;;
03.01.2013 11:45;0.100514933;28;10;4.2;;
03.01.2013 12:00;0.083625129;28;10;6.8;;
03.01.2013 12:15;0.034603502;28;10;8.6;;
03.01.2013 12:30;0.032749743;28;10;6.3;;
03.01.2013 12:45;0.027600412;28;10;5.8;;
03.01.2013 13:00;0.024098867;28;10;5.1;;
03.01.2013 13:15;0.027394439;28;10;4.2;;
03.01.2013 13:30;0.015859938;28;10;8.6;;
03.01.2013 13:45;0.010092688;28;10;8.5;;
03.01.2013 14:00;0.003295572;28;10;4.6;;
03.01.2013 14:15;0.005149331;28;10;4.2;;
03.01.2013 14:30;0.003295572;28;10;4.2;;
03.01.2013 14:45;0;28;10;6.7;;
03.01.2013 15:00;0.002265705;28;10;9.9;;
03.01.2013 15:15;0;28;10;8;;
03.01.2013 15:30;0;28;10;6.1;;
03.01.2013 15:45;0;28;10;6.2;;
03.01.2013 16:00;0;28;10;5.8;;
03.01.2013 16:15;0;28;10;10.2;;
03.01.2013 16:30;0;28;10;10.5;;
03.01.2013 16:45;0;28;10;7.2;;
03.01.2013 17:00;0;28;10;7.4;;
03.01.2013 17:15;0;28;10;7.1;;
03.01.2013 17:30;0;28;10;8.3;;
03.01.2013 17:45;0;28;10;12.2;;
03.01.2013 18:00;0;28;10;11.5;;
03.01.2013 18:15;0;28;10;7.9;;
03.01.2013 18:30;0;28;10;7.8;;
03.01.2013 18:45;0;28;10;8.1;;
03.01.2013 19:00;0;28;10;9.9;;
03.01.2013 19:15;0;28;10;12.2;;
03.01.2013 19:30;0;28;10;9.9;;
03.01.2013 19:45;0;28;10;7.8;;
03.01.2013 20:00;0;28;10;8;;
03.01.2013 20:15;0;28;10;7.7;;
03.01.2013 20:30;0;28;10;10.6;;
03.01.2013 20:45;0;28;10;12.2;;
03.01.2013 21:00;0;28;10;9.4;;
03.01.2013 21:15;0;28;10;8;;
03.01.2013 21:30;0;28;10;7.8;;
03.01.2013 21:45;0;28;10;7.8;;
03.01.2013 22:00;0;28;10;11;;
03.01.2013 22:15;0;28;10;11.4;;
03.01.2013 22:30;0;28;10;7.7;;
03.01.2013 22:45;0;28;10;7;;
03.01.2013 23:00;0;28;10;7.2;;
03.01.2013 23:15;0;28;10;7.4;;
03.01.2013 23:30;0;28;10;10.7;;
03.01.2013 23:45;0;28;10;11.4;;
04.01.2013 00:00;0;28;10;7.6;;
04.01.2013 00:15;0;28;10;7.1;;
04.01.2013 00:30;0;28;10;7.2;;
04.01.2013 00:45;0;28;10;7;;
04.01.2013 01:00;0;28;10;10.3;;
04.01.2013 01:15;0;28;10;11.6;;
04.01.2013 01:30;0;28;10;7.8;;
04.01.2013 01:45;0;28;10;7.3;;
04.01.2013 02:00;0;28;10;7;;
04.01.2013 02:15;0;28;10;7.2;;
04.01.2013 02:30;0;28;10;9.8;;
04.01.2013 02:45;0;28;10;11.3;;
04.01.2013 03:00;0;28;10;8.6;;
04.01.2013 03:15;0;28;10;7;;
04.01.2013 03:30;0;28;10;7.4;;
04.01.2013 03:45;0;28;10;7;;
04.01.2013 04:00;0;28;10;9.8;;
04.01.2013 04:15;0;28;10;11.5;;
04.01.2013 04:30;0;28;10;9.1;;
04.01.2013 04:45;0;28;10;7.8;;
04.01.2013 05:00;0;28;10;7.7;;
04.01.2013 05:15;0;28;10;8.1;;
04.01.2013 05:30;0;28;10;11;;
04.01.2013 05:45;0;28;10;12.1;;
04.01.2013 06:00;0;28;10;8.6;;
04.01.2013 06:15;0;28;10;7.7;;
04.01.2013 06:30;0;28;10;8.1;;
04.01.2013 06:45;0;28;10;7.7;;
04.01.2013 07:00;0;28;10;10.4;;
04.01.2013 07:15;0;28;10;11.4;;
04.01.2013 07:30;0;28;10;8.2;;
04.01.2013 07:45;0;28;10;7.1;;
04.01.2013 08:00;0;28;10;6.9;;
04.01.2013 08:15;0.001235839;28;10;6.1;;
04.01.2013 08:30;0.005355304;28;10;7.4;;
04.01.2013 08:45;0.005149331;28;10;10.2;;
04.01.2013 09:00;0.023274974;28;10;6.7;;
04.01.2013 09:15;0.030072091;28;10;4.7;;
04.01.2013 09:30;0.038105046;28;10;4.5;;
04.01.2013 09:45;0.02554068;28;10;4.2;;
04.01.2013 10:00;0.024510814;28;10;4.5;;
04.01.2013 10:15;0.05046344;28;10;7.8;;
04.01.2013 10:30;0.059526262;28;10;8.9;;
04.01.2013 10:45;0.058702369;28;10;4.5;;
04.01.2013 11:00;0.036045314;28;10;4.6;;
04.01.2013 11:15;0.035427394;28;10;4.3;;
04.01.2013 11:30;0.039340886;28;10;4.2;;
04.01.2013 11:45;0.014624099;28;10;6.6;;
04.01.2013 12:00;0.02492276;28;10;8.5;;
04.01.2013 12:15;0.02430484;28;10;5.8;;
04.01.2013 12:30;0.032749743;28;10;4.2;;
04.01.2013 12:45;0.066529351;28;10;4.6;;
04.01.2013 13:00;0.062203913;28;10;4.2;;
04.01.2013 13:15;0.049021627;28;10;4.4;;
04.01.2013 13:30;0.029660144;28;10;8.2;;
04.01.2013 13:45;0.016889804;28;10;7.8;;
04.01.2013 14:00;0.018125644;28;10;4.4;;
04.01.2013 14:15;0.016065911;28;10;4.2;;
04.01.2013 14:30;0.006591143;28;10;4.4;;
04.01.2013 14:45;0.005973223;28;10;4.2;;
04.01.2013 15:00;0;28;10;5.9;;
04.01.2013 15:15;0;28;10;8.7;;
04.01.2013 15:30;0;28;10;5.7;;
04.01.2013 15:45;0;28;10;4.5;;
04.01.2013 16:00;0;28;10;4.3;;
04.01.2013 16:15;0;28;10;4.5;;
04.01.2013 16:30;0;28;10;4.3;;
04.01.2013 16:45;0;28;10;5.7;;
04.01.2013 17:00;0;28;10;9.9;;
04.01.2013 17:15;0;28;10;7.8;;
04.01.2013 17:30;0;28;10;6.2;;
04.01.2013 17:45;0;28;10;6.2;;
04.01.2013 18:00;0;28;10;6;;
04.01.2013 18:15;0;28;10;6.2;;
04.01.2013 18:30;0;28;10;7.8;;
04.01.2013 18:45;0;28;10;10.7;;
04.01.2013 19:00;0;28;10;7.4;;
04.01.2013 19:15;0;28;10;6.2;;
04.01.2013 19:30;0;28;10;6.1;;
04.01.2013 19:45;0;28;10;6.1;;
04.01.2013 20:00;0;28;10;6.3;;
04.01.2013 20:15;0;28;10;9.4;;
04.01.2013 20:30;0;28;10;10.6;;
04.01.2013 20:45;0;28;10;6.2;;
04.01.2013 21:00;0;28;10;6.2;;
04.01.2013 21:15;0;28;10;6.2;;
04.01.2013 21:30;0;28;10;6.1;;
04.01.2013 21:45;0;28;10;6.3;;
04.01.2013 22:00;0;28;10;9.4;;
04.01.2013 22:15;0;28;10;9;;
04.01.2013 22:30;0;28;10;5.4;;
04.01.2013 22:45;0;28;10;5.7;;
04.01.2013 23:00;0;28;10;5.2;;
04.01.2013 23:15;0;28;10;5.5;;
04.01.2013 23:30;0;28;10;6.9;;
04.01.2013 23:45;0;28;10;9.9;;
05.01.2013 00:00;0;28;10;7.2;;
05.01.2013 00:15;0;28;10;5.3;;
05.01.2013 00:30;0;28;10;5.4;;
05.01.2013 00:45;0;28;10;5.3;;
05.01.2013 01:00;0;28;10;5.6;;
05.01.2013 01:15;0;28;10;8.6;;
05.01.2013 01:30;0;28;10;9.6;;
05.01.2013 01:45;0;28;10;5.4;;
05.01.2013 02:00;0;28;10;5.4;;
05.01.2013 02:15;0;28;10;5.6;;
05.01.2013 02:30;0;28;10;5.3;;
05.01.2013 02:45;0;28;10;6.2;;
05.01.2013 03:00;0;28;10;9.8;;
05.01.2013 03:15;0;28;10;7.9;;
05.01.2013 03:30;0;28;10;5.4;;
05.01.2013 03:45;0;28;10;5.6;;
05.01.2013 04:00;0;28;10;5.4;;
05.01.2013 04:15;0;28;10;5.4;;
05.01.2013 04:30;0;28;10;8.9;;
05.01.2013 04:45;0;28;10;10.2;;
05.01.2013 05:00;0;28;10;6.7;;
05.01.2013 05:15;0;28;10;6.1;;
05.01.2013 05:30;0;28;10;6.1;;
05.01.2013 05:45;0;28;10;6;;
05.01.2013 06:00;0;28;10;7.1;;
05.01.2013 06:15;0;28;10;10.4;;
05.01.2013 06:30;0;28;10;8.4;;
05.01.2013 06:45;0;28;10;6.2;;
05.01.2013 07:00;0;28;10;5.4;;
05.01.2013 07:15;0;28;10;5.6;;
05.01.2013 07:30;0;28;10;5.4;;
05.01.2013 07:45;0;28;10;8.8;;
05.01.2013 08:00;0.002677652;28;10;9.5;;
05.01.2013 08:15;0.004119464;28;10;5;;
05.01.2013 08:30;0.01215242;28;10;5.4;;
05.01.2013 08:45;0.01277034;28;10;5.1;;
05.01.2013 09:00;0.018743563;28;10;5.2;;
05.01.2013 09:15;0.020803296;28;10;8.6;;
05.01.2013 09:30;0.020185376;28;10;8.6;;
05.01.2013 09:45;0.035427394;28;10;6.7;;
05.01.2013 10:00;0.048197734;28;10;4.2;;
05.01.2013 10:15;0.028836251;28;10;4.5;;
05.01.2013 10:30;0.027394439;28;10;4.4;;
05.01.2013 10:45;0.032337796;28;10;6.2;;
05.01.2013 11:00;0.047785788;28;10;9;;
05.01.2013 11:15;0.06323378;28;10;6;;
05.01.2013 11:30;0.076416066;28;10;4.2;;
05.01.2013 11:45;0.076828012;28;10;4.3;;
05.01.2013 12:00;0.049639547;28;10;4.3;;
05.01.2013 12:15;0.064057673;28;10;7.5;;
05.01.2013 12:30;0.044490216;28;10;8.5;;
05.01.2013 12:45;0.065911432;28;10;7.1;;
05.01.2013 13:00;0.057878476;28;10;4.2;;
05.01.2013 13:15;0.10545829;28;10;4.2;;
05.01.2013 13:30;0.105252317;28;10;4.6;;
05.01.2013 13:45;0.119670443;28;10;8.7;;
05.01.2013 14:00;0.095571576;28;10;8.2;;
05.01.2013 14:15;0.044902163;28;10;4.4;;
05.01.2013 14:30;0.011740474;28;10;4.3;;
05.01.2013 14:45;0.009680742;28;10;4.1;;
05.01.2013 15:00;0.01277034;28;10;7;;
05.01.2013 15:15;0.011534501;28;10;8.9;;
05.01.2013 15:30;0.002883625;28;10;5.8;;
05.01.2013 15:45;0;28;10;4.4;;
05.01.2013 16:00;0;28;10;4.1;;
05.01.2013 16:15;0;28;10;4.2;;
05.01.2013 16:30;0;28;10;6.2;;
05.01.2013 16:45;0;28;10;9.2;;
05.01.2013 17:00;0;28;10;6.6;;
05.01.2013 17:15;0;28;10;5.4;;
05.01.2013 17:30;0;28;10;5.8;;
05.01.2013 17:45;0;28;10;6.2;;
05.01.2013 18:00;0;28;10;10.2;;
05.01.2013 18:15;0;28;10;9.3;;
05.01.2013 18:30;0;28;10;6.2;;
05.01.2013 18:45;0;28;10;6;;
05.01.2013 19:00;0;28;10;6.4;;
05.01.2013 19:15;0;28;10;8;;
05.01.2013 19:30;0;28;10;10.5;;
05.01.2013 19:45;0;28;10;7.3;;
05.01.2013 20:00;0;28;10;6;;
05.01.2013 20:15;0;28;10;6.1;;
05.01.2013 20:30;0;28;10;6.3;;
05.01.2013 20:45;0;28;10;10.5;;
05.01.2013 21:00;0;28;10;9.4;;
05.01.2013 21:15;0;28;10;5.9;;
05.01.2013 21:30;0;28;10;6.1;;
05.01.2013 21:45;0;28;10;6.3;;
05.01.2013 22:00;0;28;10;7.8;;
05.01.2013 22:15;0;28;10;10.1;;
05.01.2013 22:30;0;28;10;6.2;;
05.01.2013 22:45;0;28;10;5.4;;
05.01.2013 23:00;0;28;10;5.6;;
05.01.2013 23:15;0;28;10;5.3;;
05.01.2013 23:30;0;28;10;9.9;;
05.01.2013 23:45;0;28;10;8.6;;
06.01.2013 00:00;0;28;10;5.4;;
06.01.2013 00:15;0;28;10;5.5;;
06.01.2013 00:30;0;28;10;5.3;;
06.01.2013 00:45;0;28;10;8.1;;
06.01.2013 01:00;0;28;10;9.8;;
06.01.2013 01:15;0;28;10;5.8;;
06.01.2013 01:30;0;28;10;5.6;;
06.01.2013 01:45;0;28;10;5.4;;
06.01.2013 02:00;0;28;10;6.3;;
06.01.2013 02:15;0;28;10;9.7;;
06.01.2013 02:30;0;28;10;7.8;;
06.01.2013 02:45;0;28;10;5.5;;
06.01.2013 03:00;0;28;10;5.5;;
06.01.2013 03:15;0;28;10;5.6;;
06.01.2013 03:30;0;28;10;8.7;;
06.01.2013 03:45;0;28;10;9.6;;
06.01.2013 04:00;0;28;10;5.5;;
06.01.2013 04:15;0;28;10;5.5;;
06.01.2013 04:30;0;28;10;6.1;;
06.01.2013 04:45;0;28;10;9.4;;
06.01.2013 05:00;0;28;10;10.4;;
06.01.2013 05:15;0;28;10;6.4;;
06.01.2013 05:30;0;28;10;6.2;;
06.01.2013 05:45;0;28;10;6.1;;
06.01.2013 06:00;0;28;10;8;;
06.01.2013 06:15;0;28;10;10.5;;
06.01.2013 06:30;0;28;10;8.2;;
06.01.2013 06:45;0;28;10;6;;
06.01.2013 07:00;0;28;10;5.4;;
06.01.2013 07:15;0;28;10;6.3;;
06.01.2013 07:30;0;28;10;9.7;;
06.01.2013 07:45;0;28;10;8.4;;
06.01.2013 08:00;0.00638517;28;10;5.2;;
06.01.2013 08:15;0.018331617;28;10;5;;
06.01.2013 08:30;0.009680742;28;10;5.2;;
06.01.2013 08:45;0.006591143;28;10;9.3;;
06.01.2013 09:00;0.016477858;28;10;9.7;;
06.01.2013 09:15;0.018331617;28;10;7.2;;
06.01.2013 09:30;0.018743563;28;10;4.1;;
06.01.2013 09:45;0.023686921;28;10;4.5;;
06.01.2013 10:00;0.017507724;28;10;5.2;;
06.01.2013 10:15;0.014212152;28;10;8.8;;
06.01.2013 10:30;0.029248198;28;10;8.5;;
06.01.2013 10:45;0.020185376;28;10;4.6;;
06.01.2013 11:00;0.010092688;28;10;4.1;;
06.01.2013 11:15;0.024716787;28;10;4.2;;
06.01.2013 11:30;0.023069001;28;10;7.6;;
06.01.2013 11:45;0.039752832;28;10;8.6;;
06.01.2013 12:00;0.039546859;28;10;6.2;;
06.01.2013 12:15;0.043666323;28;10;4.1;;
06.01.2013 12:30;0.057672503;28;10;4.9;;
06.01.2013 12:45;0.030278064;28;10;4.4;;
06.01.2013 13:00;0.046343975;28;10;8.8;;
06.01.2013 13:15;0.107929969;28;10;8.6;;
06.01.2013 13:30;0.039340886;28;10;4.3;;
06.01.2013 13:45;0.323171988;28;10;4.2;;
06.01.2013 14:00;0.109165808;28;10;4.5;;
06.01.2013 14:15;0.122348095;28;10;7.2;;
06.01.2013 14:30;0.011328527;28;10;8.1;;
06.01.2013 14:45;0;28;10;4.2;;
06.01.2013 15:00;0;28;10;4.2;;
06.01.2013 15:15;0;28;10;6;;
06.01.2013 15:30;0;28;10;8.5;;
06.01.2013 15:45;0;28;10;8.2;;
06.01.2013 16:00;0;28;10;4.1;;
06.01.2013 16:15;0;28;10;4.3;;
06.01.2013 16:30;0;28;10;4.4;;
06.01.2013 16:45;0;28;10;6.9;;
06.01.2013 17:00;0;28;10;9.5;;
06.01.2013 17:15;0;28;10;7;;
06.01.2013 17:30;0;28;10;6;;
06.01.2013 17:45;0;28;10;6.2;;
06.01.2013 18:00;0;28;10;7.8;;
06.01.2013 18:15;0;28;10;10.3;;
06.01.2013 18:30;0;28;10;7.9;;
06.01.2013 18:45;0;28;10;6;;
06.01.2013 19:00;0;28;10;6.2;;
06.01.2013 19:15;0;28;10;7.4;;
06.01.2013 19:30;0;28;10;10.4;;
06.01.2013 19:45;0;28;10;8.6;;
06.01.2013 20:00;0;28;10;6.2;;
06.01.2013 20:15;0;28;10;6.1;;
06.01.2013 20:30;0;28;10;6.2;;
06.01.2013 20:45;0;28;10;10.2;;
06.01.2013 21:00;0;28;10;9.8;;
06.01.2013 21:15;0;28;10;6.2;;
06.01.2013 21:30;0;28;10;6.3;;
06.01.2013 21:45;0;28;10;6;;
06.01.2013 22:00;0;28;10;8.3;;
06.01.2013 22:15;0;28;10;9.9;;
06.01.2013 22:30;0;28;10;6;;
06.01.2013 22:45;0;28;10;5.5;;
06.01.2013 23:00;0;28;10;5.4;;
06.01.2013 23:15;0;28;10;7.2;;
06.01.2013 23:30;0;28;10;10;;
06.01.2013 23:45;0;28;10;6.8;;
07.01.2013 00:00;0;28;10;5.6;;
07.01.2013 00:15;0;28;10;5.3;;
07.01.2013 00:30;0;28;10;6.2;;
